feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,class
14.0,9.0,6.0,2.0,5.0,16.0,5.0,0.26,8.0,2.0,5.0,1.0,22.0,1.0,0.0,17.0,0.0,27.48,11.67,3740.65,0.11,66.0,0.09,207.81,320.63,0.2,4.0,8.0,19.0,0.13,25.0,41.0,15.0,14.0,39.0,29.17,19.0,0
1.0,13.0,2.0,9.0,0.0,24.0,5.0,0.11,12.0,2.0,3.0,0.6,32.0,1.0,0.0,36.0,0.0,50.26,14.66,10796.83,0.25,128.0,0.07,599.82,736.63,0.2,6.0,12.0,27.0,0.11,54.0,74.0,35.0,19.0,46.0,20.0,45.0,0
225.0,236.0,15.0,2.0,40.0,384.0,136.0,0.23,188.0,2.04,123.0,0.9,581.0,123.0,0.9,600.0,2.0,246.47,105.26,2730637.23,8.65,2785.0,0.01,151702.06,25942.69,0.9,98.0,192.0,447.0,0.16,1144.0,1641.0,538.0,99.0,868.0,6.54,602.0,1
5.0,3.0,2.0,0.0,0.0,4.0,2.0,0.14,2.0,2.0,2.0,1.0,9.0,1.0,0.0,14.0,0.0,25.22,9.21,2138.11,0.08,50.0,0.11,118.78,232.19,0.5,1.0,2.0,9.0,0.1,17.0,33.0,12.0,13.0,20.0,0.0,14.0,0
10.0,9.0,3.0,4.0,6.0,16.0,5.0,0.28,8.0,2.0,2.0,0.4,20.0,3.0,0.5,14.0,1.0,26.25,13.59,4846.95,0.12,72.0,0.07,269.28,356.7,0.6,4.0,8.0,17.0,0.14,33.0,39.0,17.0,14.0,35.0,41.67,18.0,0
0.0,7.0,2.0,0.0,0.0,12.0,4.0,0.24,6.0,2.0,3.0,0.75,13.0,1.0,0.0,17.0,2.0,25.55,11.15,3178.67,0.09,63.0,0.09,176.59,284.98,0.25,3.0,6.0,11.0,0.22,29.0,34.0,13.0,10.0,18.0,0.0,17.0,0
8.0,13.0,1.0,0.0,2.0,16.0,7.0,0.44,4.0,4.0,3.0,0.43,21.0,7.0,1.0,16.0,0.0,19.37,22.0,9373.21,0.14,97.0,0.05,520.73,426.05,1.0,6.0,8.0,16.0,0.26,40.0,57.0,10.0,11.0,27.0,11.11,16.0,0
10.0,3.0,5.0,2.0,0.0,4.0,2.0,0.07,2.0,2.0,2.0,1.0,9.0,1.0,0.0,26.0,0.0,65.33,14.63,13972.73,0.32,175.0,0.07,776.26,955.4,0.5,1.0,2.0,9.0,0.05,78.0,97.0,32.0,12.0,39.0,7.14,28.0,0
13.0,11.0,0.0,2.0,9.0,20.0,6.0,0.26,10.0,2.0,1.0,0.17,22.0,1.0,0.0,21.0,0.0,25.45,30.07,23005.27,0.26,141.0,0.03,1278.07,765.1,0.17,5.0,10.0,18.0,0.13,63.0,78.0,22.0,21.0,46.0,34.38,23.0,0
9.0,5.0,2.0,0.0,1.0,8.0,3.0,0.2,4.0,2.0,3.0,1.0,10.0,1.0,0.0,15.0,1.0,25.82,11.67,3513.94,0.1,62.0,0.09,195.22,301.19,0.33,2.0,4.0,9.0,0.12,25.0,37.0,15.0,14.0,26.0,6.25,15.0,0
